ICD9Code	ICD9Description	AlcoholAbuse	Anemia	Anxiety	Bipolar	CAD	CardiacArrhythmias	Cerebrovascular	CHF	ChronicLiverDisease	ChronicRenalFailure	CPD	Depression	Diabetes	DrugAbuse	HTN	MalignantTumor	NicotineAbuse	PainArthritis	Psychosis	PTSD	PVD
282.20	6-PHOSPHOGLUCONIC DEHYDROGENASE DEFICIENCY ANEMIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.21	ENZYME DEFICIENCY, DRUG-INDUCED ANEMIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.22	ERYTHROCYTIC GLUTATHIONE DEFICIENCY ANEMIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.23	GLUCOSE-6-PHOSPHATE DEHYDROGENASE [G-6-PD] DEFICIENCY ANEMIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.24	GLUTATHIONE-REDUCTASE DEFICIENCY ANEMIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.25	HEMOLYTIC NONSPHEROCYTIC (HEREDITARY), TYPE I, ANEMIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.26	DISORDER OF PENTOSE PHOSPHATE PATHWAY	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.27	FAVISM	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.29	ANEMIAS DUE TO DISORDERS OF GLUTATHIONE METABOLISM, OTHER AND UNSPECIFIED	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.3	OTHER HEMOLYTIC ANEMIAS DUE TO ENZYME DEFICIENCY	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.30	HEMOLYTIC NONSPHEROCYTIC (HEREDITARY), TYPE II ANEMIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.31	HEXOKINASE DEFICIENCY ANEMIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.32	PYRUVATE KINASE [PK] DEFICIENCY ANEMIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.33	TRIOSEPHOSPHATE ISOMERASE DEFICIENCY ANEMIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.39	HEMOLYTIC ANEMIAS DUE TO ENZYME DEFICIENCY, OTHER AND UNSPECIFIED	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.4	THALASSEMIAS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.40	COOLEY'S ANEMIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.40	THALASSEMIA, UNSPECIFIED	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.41	SICKLE-CELL THALASSEMIA WITHOUT CRISIS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.42	SICKLE-CELL THALASSEMIA WITH CRISIS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.43	ALPHA THALASSEMIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.43	MICRODREPANOCYTOSIS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.44	BETA THALASSEMIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.44	SICKLE-CELL THALASSEMIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.45	DELTA-BETA THALASSEMIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.45	THALASSEMIA (ALPHA)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.46	THALASSEMIA (BETA)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.46	THALASSEMIA MINOR	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.47	HEMOGLOBIN E-BETA THALASSEMIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.47	THALASSEMIA TRAIT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.48	THALASSEMIA W/OTHER HEMOGLOBINOPATHY	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.49	OTHER THALASSEMIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.5	SICKLE-CELL TRAIT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.50	SICKLE-CELL TRAIT HB-AS GENOTYPE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.59	SICKLE-CELL TRAIT, OTHER AND UNSPECIFIED	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.60	SICKLE-CELL ANEMIA, UNSPECIFIED	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.60	SICKLE-CELL DISEASE, UNSPECIFIED	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.61	HB-S DISEASE WITHOUT MENTION OF CRISIS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.61	HB-SS DISEASE WITHOUT CRISIS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.62	HB-S DISEASE WITH MENTION OF CRISIS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.62	HB-SS DISEASE WITH CRISIS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.63	SICKLE-CELL/HB-C DISEASE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.63	SICKLE-CELL/HB-C DISEASE WITHOUT CRISIS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.64	SICKLE-CELL/HB-C DISEASE WITH CRISIS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.65	282.64	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.68	OTHER SICKLE-CELL DISEASE WITHOUT CRISIS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.69	OTHER SICKLE-CELL ANEMIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.69	OTHER SICKLE-CELL DISEASE WITH CRISIS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.7	OTHER HEMOGLOBINOPATHIES	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.70	ABNORMAL HEMOGLOBIN, NOT OTHERWISE SPECIFIED	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.71	CONGENITAL HEINZ-BODY ANEMIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.72	HB-BART'S DISEASE/TRAIT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.73	HEMOGLOBIN C [HB-C] DISEASE/TRAIT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.74	HEMOGLOBIN D [HB-D] DISEASE/TRAIT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.75	HEMOGLOBIN E [HB-E] DISEASE/TRAIT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.76	HEMOGLOBIN ZURICH [HB-ZURICH] DISEASE/TRAIT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.77	HEREDITARY PERSISTENCE OF FETAL HEMOGLOBIN [HPFH]	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.78	UNSTABLE HEMOGLOBIN HEMOLYTIC DISEASE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.79	HEMOGLOBINOPATHIES, OTHER AND UNSPECIFIED	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.8	OTHER SPECIFIED HEREDITARY HEMOLYTIC ANEMIAS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.9	HEREDITARY HEMOLYTIC ANEMIA, UNSPECIFIED	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283.0	AUTOIMMUNE HEMOLYTIC ANEMIAS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283.00	AUTOIMMUNE HEMOLYTIC DISEASE (COLD TYPE) (WARM TYPE)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283.01	CHRONIC COLD HEMAGGLUTININ DISEASE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283.02	COLD AGGLUTININ DISEASE OR HEMOGLOBINURIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283.03	HEMOLYTIC ANEMIA, COLD TYPE (SECONDARY) (SYMPTOMATIC)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283.04	HEMOLYTIC ANEMIA,DRUG INDUCED	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283.05	HEMOLYTIC ANEMIA, WARD TYPE (SECONDARY) (SYMPTOMATIC)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283.09	AUTOIMMUNE HEMOLYTIC ANEMIAS, OTHER AND UNSPECIFIED	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283.1	NON-AUTOIMMUNE HEMOLYTIC ANEMIAS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283.10	NON-AUTOIMMUNE HEMOLYTIC ANEMIA, UNSPECIFIED	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283.11	HEMOLYTIC UREMIC SYNDROME	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283.12	HEMOLYTIC ANEMIA, TOXIC	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283.13	HEMOLYTIC-UREMIC SYNDROME	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283.19	OTHER NON-AUTOIMMUNE HEMOLYTIC ANEMIAS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283.2	HEMOGLOBINURIA DUE TO HEMOLYSIS FROM EXTERNAL CAUSES	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283.20	ACUTE INTRAVASCULAR HEMOLYSIS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283.21	HEMOGLOBINURIA FROM EXERTION	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283.22	HEMOGLOBINLURIA, MARCH	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283.23	HEMOGLOBINURIA, PAROXYSMAL (COLD) (NOCTURNAL)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283.24	HEMOGLOBINURIA, DUE TO OTHER HEMOLYSIS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283.25	MARCHIAFAVA-MICHELI SYNDROME	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283.29	HEMOGLOBINURIA DUE TO HEMOLYSIS FROM EXTERNAL CAUSES, OTHER AND UNSPECIFIED	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283.9	ACQUIRED HEMOLYTIC ANEMIA, UNSPECIFIED	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283.90	CHRONIC IDIOPATHIC HEMOLYTIC ANEMIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283.99	ACQUIRED HEMOLYTIC ANEMIA, NOS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.0	CONSTITUTIONAL APLASTIC ANEMIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.00	APLASIA, (PURE) RED CELL, CONGENITAL	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.01	APLASIA, (PURE), RED CELL, OF INFANTS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.01	CONSTITUTIONAL RED BLOOD CELL APLASIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.02	APLASIA, (PURE) RED CELL, PRIMARY	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.03	BLACKFAN-DIAMOND SYNDROME	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.04	FAMILIAL HYPOPLASTIC ANEMIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.05	FANCONI'S ANEMIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.06	PANCYTOPENIA W/MALFORMATIONS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.09	CONSTITUTIONAL APLASTIC ANEMIA, OTHER AND UNSPECIFIED	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.09	OTHER CONSTITUTIONAL APLASTIC ANEMIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.1	PANCYTOPENIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.11	ANTINEOPLASTIC CHEMOTHERAPY INDUCED PANCYTOPENIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.12	OTHER DRUG-INDUCED PANCYTOPENIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.19	OTHER PANCYTOPENIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.2	MYELOPHTHISIS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.8	OTHER SPECIFIED APLASTIC ANEMIAS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.80	APLASTIC ANEMIA DUE TO CHRONIC SYSTEMIC DISEASE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.81	APLASTIC ANEMIA DUE TO DRUGS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.81	RED CELL APLASIA (ACQUIRED)(ADULT)(WITH THYMOMA)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.82	APLASTIC ANEMIA DUE TO INFECTION	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.83	APLASTIC ANEMIA DUE TO RADIATION	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.84	APLASTIC ANEMIA, TOXIC (PARALYTIC)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.85	PANCYTOPENIA (ACQUIRED)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.86	RED CELL APLASIA (PURE)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.87	RED CELL APLASIA (W/THYMOMA)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.89	OTHER SPECIFIED APLASTIC ANEMIA, NOT ELSEWHERE CLASSIFIED	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.89	OTHER SPECIFIED APLASTIC ANEMIAS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.9	APLASTIC ANEMIA, UNSPECIFIED	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.90	ANEMIA, APLASTIC (IDIOPATHIC), NOS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.91	ANEMIA, AREGENERATIVE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.92	ANEMIA, HYPOPLASTIC, NOS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.93	ANEMIA, NONREGENERATIVE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.94	ANEMIA, REFRACTORY	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.95	MEDULLARY HYLPOPLASIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.99	APLASTIC ANEMIA, OTHER AND UNSPECIFIED	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285.0	SIDEROBLASTIC ANEMIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285.00	HYPOCHROMIC ANEMIA WITH IRON LOADING	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285.01	SIDEROACHRESTIC ANEMIA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285.02	SIDEROBLASTIC ANEMIA, ACQUIRED	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285.03	SIDEROBLASTIC ANEMIA, CONGENITAL OR HEREDITARY	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285.04	SIDEROBLASTIC ANEMIA, PRIMARY	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285.05	SIDEROBLASTIC ANEMIA, REFRACTORY	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285.06	SIDEROBLASTIC ANEMIA, SECONDARY (DRUG-INDUCED) (DUE TO DISEASE)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
